,net,con,y_astro,it,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
353,2.0,2.0,0.075,3.0,57.2184,20.93835097231872,8.651200000000001,4.612498082384425,25.407516909871173,7.452145274897496,2.0660377358490565
354,2.0,2.0,0.075,4.0,55.1976,20.47733953031985,8.14,4.338156290407252,27.34613848878777,7.371850123562279,2.4811320754716983
355,2.0,2.0,0.075,5.0,63.6896,23.554165063529634,9.7768,4.9452302029329225,29.957676648697657,8.298729716449971,2.179245283018868
356,2.0,2.0,0.075,6.0,63.788000000000004,22.4751599771837,9.5488,4.639510594879592,31.451834517999774,8.004254568061162,2.452830188679245
357,2.0,2.0,0.075,7.0,57.50080000000001,22.43929587487094,8.795200000000001,5.012270639141506,19.52040009359493,5.5480659839834425,2.4150943396226414
358,2.0,2.0,0.075,8.0,69.4304,26.355800041736547,10.652000000000001,5.430110127796673,33.72926053739015,8.911231538777344,2.4245283018867925
359,2.0,2.0,0.075,9.0,60.5136,22.074373717956306,9.1864,4.911046226620148,26.42510614292755,7.431020653035935,2.141509433962264
360,0.0,0.0,0.1,0.0,61.3776,19.335260490616623,9.063199999999998,4.099327476550268,36.032450228598435,8.723524241297751,1.0566037735849056
361,0.0,0.0,0.1,1.0,56.250400000000006,18.117081990210234,7.441599999999998,3.672060653093845,32.84125848347309,9.475116531368844,0.9245283018867924
362,0.0,0.0,0.1,2.0,61.172,18.900794057393465,9.152000000000001,4.0321031732831445,32.04773413984325,8.55392371032902,1.0943396226415094
363,0.0,0.0,0.1,3.0,59.393600000000006,19.34694495366129,8.5296,3.9441911515543966,41.35764110354644,10.731169502765939,1.0377358490566038
364,0.0,0.0,0.1,4.0,60.50320000000001,19.358943921608947,8.8792,3.8548005603403137,34.794976771529825,9.472279980034127,1.0849056603773586
365,0.0,0.0,0.1,5.0,56.736000000000004,17.887230752690588,7.9624,3.7168193714518867,29.965467262609977,8.320707651049927,1.0
366,0.0,0.0,0.1,6.0,61.668,19.159766595655594,8.7192,4.003162669690053,36.0147702865099,8.889128476701902,1.0471698113207548
